Continent,AREA1,AREA2,COUNTRY,ID_Lloyds,Name_Lloyds,X1,Y1,Type_Analysis,Analysis1,Analysis2,Analysis3,Analysis4,Analysis5,Analysis6
Latin America,SAA,SAA,ARG,2819,Ensenada(ARG),-57.9,-34.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAM,CAM,MEX,394,Ensenada(MEX),-116.618,31.855,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,7916,Enstedvaerkets Havn,9.441,55.019,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,GRL,9834,Eqalugaarsuit,-45.9,60.617,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,GNQ,3788,Equatorial Guinea,,,2,,Country_Continent,,,,
North America,USG,USG,USA,9589,Erath,-92.017,29.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,2590,Eratini,22.233,38.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,THA,6364,Erawan Terminal,101.349,9.099,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FIN,5149,Erdek,27.801,40.396,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,3757,Eregli,31.421,41.282,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,923,Eregli(Sea of Marmara),27.967,40.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,DEU,9434,Erftstadt,6.75,50.8,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,NGA,9501,Erha Terminal,4.342,5.356,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,2183,Erie,-80.083,42.167,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,9435,Erieau,-81.933,42.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,9861,Eriskay,-7.308,57.07,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,RED,RED,ERI,6487,Eritrea,,,2,,Country_Continent,,,,
Europe,NEU,NEU,DEU,7684,Erlenbach,9.158,49.81,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,8410,Ermioni,23.233,37.383,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,9953,Ermoupolis,24.933,37.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,9561,Erquy,-2.467,48.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,VUT,2318,Erromango Is.,169.15,-18.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,BEL,3274,Ertvelde,3.783,51.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,NAF,NAF,LBY,4865,Es Sider Terminal,18.35,30.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,4847,Esaki,131.65,34.65,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,4618,Esashi,142.6,44.933,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,2531,Esbjerg,8.431,55.473,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,4882,Escanaba,-87.067,45.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,7718,Escatawpa,-88.533,30.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,ARG,1673,Escobar,-58.767,-34.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ESP,6495,Escombreras,-0.955,37.576,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAM,CAM,MEX,264,Escondido,-97.083,15.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,NGA,5741,Escravos Terminal,5.11,5.551,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,1235,Eskifjordur,-13.983,65.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,9916,Eskilstuna,16.5,59.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,ECU,393,Esmeraldas,-79.652,0.987,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,8278,Espadarte Field,-40.45,-22.7,4,,,,Exclude,,
Oceania,AUS,AUS,AUS,913,Esperance,121.892,-33.874,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,AUS,10296,Esperance Anch.,121.946,-33.888,3,,,Flow_Grid,,,
Europe,SCN,SCN,NOR,4430,Espevaer,5.15,59.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,7647,Espevik,5.683,59.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,VUT,917,Espiritu Santo Is.,166.95,-15.38,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,CIV,1184,Espoir Terminal,-4.467,5.067,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,CAN,2482,Esquimalt,-123.433,48.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,NAF,NAF,MAR,5399,Essaouira,-9.783,31.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,DEU,5163,Essen,6.977,51.501,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,8568,Essexville,-83.833,43.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,AGO,8620,Essungo Terminal,12.167,-6.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,3249,Estero Bay,-120.883,35.4,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,EST,6337,Estonia,,,2,,Country_Continent,,,,
East Asia,JPN,CHI,JPN,4709,Etajima,132.496,34.235,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,GAB,8626,Etame Terminal,10.528,-3.757,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,FRA,7926,Etang de Berre,5.167,43.483,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,7627,Etaples,1.633,50.517,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,PER,2069,Eten,-79.867,-6.933,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,RED,RED,ETH,5407,Ethiopia,,,2,,Country_Continent,,,,
Europe,SCN,SCN,NOR,2126,Etne,5.95,59.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,9934,Ettrick Field,-0.592,57.91,4,,,,Exclude,,
Oceania,AUS,AUS,TON,10438,'Eua Is.,-174.936,-21.372,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,2526,Euboea Is.,,,2,,Country_Continent,,,,
Europe,NEU,NEU,,3926,Europe,,,2,,Country_Continent,,,,
East Asia,CHI,CHI,RUS,9963,Evensk,159.233,61.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,3327,Everett(WA),-122.217,47.983,1,Shipping_Network,Country_Continent,Flow_Grid,,,Homonym
Europe,NEU,NEU,NLD,1732,Everingen,3.674,51.463,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,GUY,2611,Everton,-57.517,6.183,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,9719,Evyap,29.713,40.778,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,3273,Exeter,-3.517,50.717,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,AUS,1783,Exmouth(AUS),114.123,-21.931,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,4003,Exmouth(GBR),-3.417,50.617,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,8338,Exspan Terminal,105.133,-1.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,1614,Eydehamn,8.883,58.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,8041,Eyemouth,-2.083,55.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,2342,Eyjafjordhur,-18.133,65.85,3,,,Flow_Grid,,,
Europe,SCN,SCN,ISL,1151,Eyrarbakki,-21.15,63.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9346,Ezhou,114.817,30.4,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,2718,Faaborg,10.233,55.1,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,3363,Fagerstrand,10.6,59.733,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8524,Fagervika,12.85,66.117,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,ARA,ARA,OMN,6072,Fahal Is.,58.502,23.681,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,6393,Fair Isle,-1.623,59.542,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,10135,Fairbanks,-147.683,64.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,9852,Fairhaven,-70.9,41.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,8658,Fairless Hills,-74.883,40.167,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,5878,Fairlie,-4.857,55.765,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,626,Fairport,-81.317,41.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,SLB,7728,Faisi Is.,155.883,-7.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,PRI,3480,Fajardo,-65.633,18.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,3197,Fak Fak,132.3,-2.933,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,1362,Fakse Ladeplads,12.167,55.217,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,4340,Falconara,13.376,43.641,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,10380,Falconara SPM,13.521,43.744,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,7,Falkenberg,12.49,56.897,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,FLK,483,Falkland Islands,,,2,,Country_Continent,,,,
North America,USA,USA,USA,3431,Fall River,-71.18,41.695,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,9643,Falling Waters,-77.883,39.55,1,Shipping_Network,Country_Continent,Flow_Grid,,,
,,,,2945,Falmouth,,,6,,,,,,Homonym
Europe,UKE,NEU,GBR,2950,Falmouth Bay,-5.059,50.134,3,,,Flow_Grid,,,
Latin America,CAR,CAR,JAM,2948,Falmouth(JAM),-77.65,18.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,ZAF,3697,False Bay,18.664,-34.238,3,,,Flow_Grid,,,
North America,USP,USP,USA,9515,False Pass,-163.4,54.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,1174,Falster,,,2,,Country_Continent,,,,
Europe,EMD,EMD,CYP,1492,Famagusta,33.933,35.117,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,2736,Fame Point,-64.6,49.117,3,,,Flow_Grid,,,
Africa,NAF,NAF,EGY,4530,Fanara,32.35,30.283,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,5403,Fangcheng,108.329,21.609,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,10360,Fangcheng Anch.,108.393,21.416,3,,,Flow_Grid,,,
Europe,SEU,SEU,ITA,8055,Fano,13.017,43.849,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,712,Fano Is.,8.417,55.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,ARA,ARA,IRQ,948,Fao,48.474,29.981,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,,521,Far East,,,2,,Country_Continent,,,,
East Asia,CHI,CHI,RUS,8028,Far East Russia,,,2,,Country_Continent,,,,
East Asia,CHI,CHI,SUN,4769,Far East USSR,,,2,,Country_Continent,,,,
Africa,EAF,EAF,MDG,4732,Farafangana,47.833,-22.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,RED,ARA,SAU,1148,Farasan Is.,42.134,16.696,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,6305,Fareham,-1.183,50.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,DEU,5780,Farge,8.517,53.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,3992,Farjestaden,16.467,56.65,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ALD,497,Farjsundet,20.017,60.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,4807,Farmsum,6.933,53.317,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,PRT,2149,Faro,-7.917,37.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FRO,3668,Faroes,,,2,,Country_Continent,,,,
Europe,SCN,SCN,SWE,3568,Farosund,19.057,57.865,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,SYC,77,Farquhar Is.,51.167,-10.167,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,4447,Farsund,6.803,58.095,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,NAF,NAF,LBY,8932,Farwah Terminal,12.033,33.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,4158,Faskrudhsfjordur,-14.012,64.93,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,672,Faslane Dock,-4.817,56.062,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,ARA,ARA,ARE,2656,Fateh Terminal,54.417,25.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,516,Father Point,-68.467,48.517,3,,,Flow_Grid,,,
Europe,BLK,BLK,TUR,4914,Fatsa,37.383,41.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,1748,Faversham,0.9,51.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,55,Favignana,12.328,37.931,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,2784,Fawley,-1.343,50.834,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,AZO,5141,Fayal,-28.7,38.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,RED,RED,EGY,5460,Fayid,32.3,30.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,8868,Fazendinha,-51.117,0.067,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,3082,Fecamp,0.367,49.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,2250,Feda,6.817,58.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,5815,Fedje,4.733,60.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DEU,762,Fehmarn Is.,11.197,54.438,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,2248,Felixstowe,1.312,51.956,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,CUB,3993,Felton,-75.6,20.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,ESP,8650,Fene,-8.167,43.467,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9785,Fenghua,121.4,29.65,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9347,Fengjie,109.517,31.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9348,Fengxian,121.433,30.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,IRL,4479,Fenit,-9.85,52.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,9957,Fermeuse,-52.967,46.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,5483,Fernandina,-81.467,30.683,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,4855,Fernando Noronha Is.,-32.383,-3.8,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,3844,Ferndale,-122.717,48.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,ESP,4023,Ferrol,-8.237,43.482,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,6079,Ferrysburg,-86.233,43.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8905,Festoy,6.333,62.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,EMD,EMD,TUR,3033,Fethiye,29.1,36.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,5746,Fevag,9.833,63.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,5783,Fiborgtangen,11.167,63.717,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,,10681,Fiery Cross Reef,112.968,9.611,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,7618,Fife Field,2.583,56.283,4,,,,Exclude,,
Europe,IBE,SEU,PRT,1164,Figueira da Foz,-8.867,40.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,FJI,1908,Fiji,,,2,,Country_Continent,,,,
Europe,NEU,NEU,NLD,523,Fijnaart,4.483,51.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,9655,Filey,-0.267,54.217,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,5202,Filey Bay,-0.285,54.209,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,4053,Findochty,-2.9,57.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,8534,Fingringhoe,0.967,51.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,EMD,EMD,TUR,5402,Finike,30.15,36.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FIN,5200,Finland,,,2,,Country_Continent,,,,
Europe,UKE,NEU,GBR,496,Finnart,-4.835,56.115,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,5742,Finneid,15.4,67.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,141,Finnfjord,23.083,70.817,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,3991,Finnmark,,,2,,Country_Continent,,,,
Europe,SCN,SCN,NOR,5439,Finnsnes,17.967,69.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ALD,541,Finstrom,19.917,60.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,665,Firth of Clyde,-4.899,55.521,3,,,Flow_Grid,,,
Europe,UKE,NEU,GBR,5069,Firth of Forth,-3.185,56.026,3,,,Flow_Grid,,,
Europe,SCN,SCN,DEU,1131,Fischerhutte,9.367,54.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,6375,Fishbourne,-1.214,50.734,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,231,Fishguard,-4.983,52.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,228,Fishguard Bay,-4.953,52.016,3,,,Flow_Grid,,,
Europe,SCN,SCN,NOR,8391,Fiskarstranda,6.272,62.44,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,8601,Fiskeback,14.1,57.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,9313,Fitjar,5.283,59.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,8706,Fittja,17.85,59.233,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,3251,Fiumicino,12.233,41.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,5706,Fjallbacka,11.283,58.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8059,Flaam,7.133,60.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,3990,Flamborough Head,-0.067,54.117,3,,,Flow_Grid,,,
Europe,SCN,SCN,ISL,2450,Flatey,-22.917,65.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,2451,Flateyri,-23.483,66.05,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,2467,Fleetwood,-3,53.933,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,123,Flekkefjord,6.667,58.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DEU,3461,Flensburg,9.438,54.801,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,AUS,9490,Flinders Is.,148,-40,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,4493,Flixborough,-0.7,53.62,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8263,Flora,7.35,62.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,IBE,SEU,AZO,4766,Flores Is.,-31.217,39.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,3683,Florianopolis,-48.567,-27.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,4894,Florida,,,2,,Country_Continent,,,,
North America,USA,USA,USA,10525,Florida Strait,-82.385,23.412,3,,,Flow_Grid,,,
Europe,SCN,SCN,NOR,5645,Floro,5.033,61.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8429,Florvaag,5.238,60.421,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,10589,Flotta,-3.122,58.84,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,6230,Flowers Cove,-56.75,51.283,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,4246,Flushing,3.583,51.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,278,Flushing East,3.667,51.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,4237,Flushing Roads,3.583,51.433,3,,,Flow_Grid,,,
Oceania,AUS,AUS,PNG,6179,Fly River,,,2,,Country_Continent,,,,
East Asia,SEA,SEA,CXR,8091,Flying Fish Cove,105.717,-10.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,CPV,6025,Fogo,-24.394,14.931,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,7725,Foinaven Field,-4.267,60.317,4,,,,Exclude,,
Europe,SEU,SEU,GRC,9428,Folegandros,24.914,36.632,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,1723,Folkestone,1.194,51.084,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8401,Follafjord,11.098,64.682,3,,,Flow_Grid,,,
Europe,SCN,SCN,NOR,3836,Follafoss,11.1,63.983,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2495,Follonica,10.75,42.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,HTI,1643,Fond Mombin,-72.467,18.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,3399,Fonnes,4.982,60.806,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,8787,Fontenay le Comte,-0.783,46.467,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,VUT,5535,Forari,168.55,-17.683,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,EST,3859,Forby,23.167,59,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,NGA,3252,Forcados Terminal,5.183,5.167,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,7957,Forde(Fordefjord),5.85,61.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,5791,Forde(Fuglesetfjord),5.817,61.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,6107,Forestville,-69.067,48.8,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8634,Foresvik,5.433,59.217,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,9969,Forli,12.033,44.217,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,5313,Formia,13.607,41.257,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,BRA,163,Forno,-42,-23.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,10081,Forsand,6.083,58.9,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,4503,Forsmark,18.2,60.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,9579,Fort Bragg,-123.817,39.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,1552,Fort Chimo,-68.3,58.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,MTQ,2831,Fort de France,-61.059,14.601,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,1412,Fort Erie,-78.95,42.933,1,Shipping_Network,Country_Continent,Flow_Grid,,,
