Continent,AREA1,AREA2,COUNTRY,ID_Lloyds,Name_Lloyds,X1,Y1,Type_Analysis,Analysis1,Analysis2,Analysis3,Analysis4,Analysis5,Analysis6
North America,USG,USG,USA,9477,Tell City,-86.767,37.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1498,Telok Ayer,109.567,-0.733,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,2386,Telok Ramunia,104.233,1.35,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,7614,Teluk Adang,116.335,-1.746,3,,,Flow_Grid,,,
East Asia,SEA,SEA,IDN,7962,Teluk Apar,116.417,-2.1,3,,,Flow_Grid,,,
East Asia,SEA,SEA,IDN,5908,Teluk Bayur,100.35,-1,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,7533,Teluk Ewa,99.75,6.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,2669,Teluk Intan,101.017,4.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,10490,Teluk Kapontori,122.781,-5.225,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,7775,Teluk Nibung,99.817,3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,10520,Teluk Rubiah,100.64,4.16,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,954,Telukbetung,105.267,-5.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,9906,Telukmelano,109.967,-1.1,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,GHA,2200,Tema,0.009,5.63,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,GHA,10254,Tema Anch.,0.041,5.572,3,,,Flow_Grid,,,
East Asia,SEA,SEA,MYS,10687,Tembikai Field,,,4,,,,Exclude,,
East Asia,SEA,SEA,IDN,5449,Tembilahan,103.167,-0.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,TTO,872,Tembladora,-61.597,10.685,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,3095,Tembungo Terminal,115.783,6.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,RUS,7508,Temryuk,37.367,45.283,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,BEL,4895,Temse,4.217,51.133,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,9652,Ten Boer,6.683,53.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,9470,Tenakee Springs,-135.217,57.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,8063,Tenby,-4.717,51.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,NAF,NAF,DZA,4471,Tenes,1.32,36.519,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,NAF,NAF,DZA,10730,Tenes Anch.,1.359,36.633,3,,,Flow_Grid,,,
East Asia,SEA,SEA,IDN,9880,Tenggarong,116.983,-0.4,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,ECU,5191,Tepre Terminal,-79.667,1.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,KIR,4413,Teraina,-159.367,3.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,10291,Terang Sirasun Batur Field,114.919,-15.003,4,,,,Exclude,,
Europe,IBE,SEU,AZO,2851,Terceira Is.,-27.217,38.717,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,BEL,2622,Terdonk,3.783,51.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,BEL,705,Terhagen,4.383,51.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,9994,Terme,36.967,41.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2205,Termini Imerese,13.7,37.983,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2939,Termoli,15,42,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1611,Ternate Is.,127.367,0.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,4942,Terneuzen,3.817,51.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,ATA,6229,Terra Nova Bay,164.5,-74.833,3,,,Flow_Grid,,,
North America,CAN,CAN,CAN,8436,Terra Nova Field,-48.481,46.476,4,,,,Exclude,,
Europe,SEU,SEU,ITA,9467,Terracina,13.25,41.283,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,5054,Terschelling,5.216,53.36,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,BEL,1666,Tessenderlo,5.083,51.067,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,2099,Tetney Terminal,0.117,53.567,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,CAN,2595,Texada Is.,-124.55,49.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,4441,Texas,,,2,,Country_Continent,,,,
North America,USG,USG,USA,2969,Texas City,-94.883,29.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,5237,Texel,4.85,53.183,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,THA,8404,Tha Sala,99.967,8.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,THA,4570,Thailand,,,2,,Country_Continent,,,,
West Asia,IND,IND,IND,3493,Thalassery,75.467,11.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,6514,Thamesport,0.686,51.434,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,1527,Thamshavn,9.867,63.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,SEA,VNM,10648,Thang Long-Dong Do Field,,,4,,,,Exclude,,
East Asia,CHI,SEA,VNM,7796,Thanh Hoa,105.8,19.817,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,THA,6287,Thap Sakae,99.583,11.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,3652,Thasos,24.7,40.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,MMR,8201,Thaton,97.35,16.933,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,THA,8284,Thatong,99.417,9.183,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,COG,4852,The Congo,,,2,,Country_Continent,,,,
North America,USP,USP,USA,9410,The Dalles,-121.183,45.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,5420,The Downs,1.45,51.217,3,,,Flow_Grid,,,
Africa,WAF,WAF,GMB,4757,The Gambia,,,2,,Country_Continent,,,,
West Asia,ARA,ARA,OMN,1645,The Quoins,56.5,26.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,,795,The Sound,12.75,55.75,3,,,Flow_Grid,,,
Europe,UKE,NEU,GBR,8510,The Wash,0.308,52.968,3,,,Flow_Grid,,,
North America,CAN,CAN,CAN,8457,Thebaud Field,,,4,,,,Exclude,,
North America,USG,USG,USA,7638,Theodore,-88.183,30.533,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,UKR,5314,Theodosia,35.4,45.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,8694,Thessalon,-83.55,46.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,1532,Thessaloniki,22.921,40.638,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,AUS,1932,Thevenard,133.647,-32.147,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,AUS,9296,Thevenard Is.,115.002,-21.456,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,SEA,VNM,9648,Thi Nai,109.25,13.767,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,MMR,8680,Thilawa,96.25,16.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,653,Thingeyri,-23.483,65.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,5180,Thira,25.45,36.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,9430,Thirasia,25.333,36.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,IND,817,Thiruvananthapuram,76.95,8.483,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,5539,Thisted,8.7,56.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,442,Thistle Terminal,1.6,61.383,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,8408,Thisvi,22.95,38.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,SLE,10630,Thofeyim,-12.848,8.725,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,9746,Tholen,4.217,51.533,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,10057,Thomaston,-69.183,40.067,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,1563,Thorlakshofn,-21.367,63.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,7639,Thorne,-0.967,53.617,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,10139,Thorne Bay,-132.483,55.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,AUS,9539,Thornlands,153.267,-27.533,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,4936,Thorold,-79.167,43.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,ISL,875,Thorshofn,-15.333,66.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,2153,Three Rivers,-72.547,46.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,5660,Thunder Bay,-89.217,48.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USG,USG,USA,9985,Thunder Horse Field,-88.494,28.109,4,,,,Exclude,,
Oceania,AUS,AUS,AUS,2481,Thursday Is.,142.219,-10.58,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,5879,Thurso,-3.517,58.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,DNK,1076,Thyboron,8.217,56.7,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,VEN,2092,Tia Juana,-71.367,10.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,9771,Tiaka Field,,,4,,,,Exclude,,
East Asia,CHI,CHI,CHN,9383,Tianjiazhen,115.4,29.9,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,3465,Tibbetts Point,-76.367,44.1,3,,,Flow_Grid,,,
North America,USG,USG,USA,9847,Tickfaw,-90.467,30.567,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,NCL,10379,Tiebaghi,164.187,-20.491,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,1920,Tiel,5.45,51.883,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,BEL,2840,Tielrode,4.217,51.117,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,ARG,721,Tierra del Fuego,,,2,,Country_Continent,,,,
East Asia,CHI,CHI,CHN,10705,Tieshan,109.422,21.529,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,RUS,10700,Tigil,158.684,57.763,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,ARG,9567,Tigre,-58.55,-34.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,CMR,2037,Tiko,9.4,4.067,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,SLB,5720,Tikopia,168.833,-12.167,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,RUS,5788,Tiksi,129,71.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,6472,Tilamuta,122.383,0.533,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,NLD,3013,Tilburg,5.067,51.55,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,8029,Tilbury,0.346,51.464,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,EMD,EMD,GRC,7579,Tilos Is.,27.367,36.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,1464,Tilt Cove,-55.617,49.883,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,NZL,2489,Timaru,171.25,-44.383,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,COL,8269,Timbiqui,-77.75,2.717,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,ARG,9614,Timbues,-60.775,-32.639,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,1777,Timor Is.,,,2,,Country_Continent,,,,
East Asia,SEA,SEA,IDN,8070,Timor Sea,,,2,,Country_Continent,,,,
Africa,WAF,WAF,NGA,10087,Tin Can Is.,3.333,6.435,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,10094,Tindalo Field,,,4,,,,Exclude,,
Europe,SCN,SCN,GRL,2457,Tingmiarmiut Fjord,-42.2,62.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,10591,Tingwall,-3.044,59.089,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,MNP,3574,Tinian Is.,145.617,14.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,GRC,4229,Tinos,25.161,37.539,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,3868,Tinpak,111.25,21.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,MYS,6167,Tioman Is.,104.183,2.817,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,9716,Tirebolu,38.817,41.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,1099,Tiree Is.,-6.8,56.517,1,Shipping_Network,Country_Continent,Flow_Grid,,,
West Asia,IND,IND,IND,8565,Tirukkadaiyur,79.833,11.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,BEL,2300,Tisselt,4.367,51.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,COL,8252,Titumate,-77.067,8.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,MTG,4648,Tivat,18.7,42.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,481,Tiverton(CAN),-66.217,44.4,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,480,Tiverton(USA),-71.2,41.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,NZL,928,Tiwai Point,168.4,-46.6,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8004,Tjeldbergodden,8.691,63.414,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,7586,Tjorvaag,5.75,62.283,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,MDG,881,Toamasina,49.417,-18.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,2282,Toba,136.85,34.483,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,TTO,4068,Tobago,,,2,,Country_Continent,,,,
Latin America,CAR,CAR,VCT,8899,Tobago Cays,,,2,,Country_Continent,,,,
East Asia,JPN,CHI,JPN,4290,Tobata,130.85,33.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,8512,Tobelo,128,1.733,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,9215,Tobermory(CAN),-81.666,45.255,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,2695,Tobermory(GBR),-6.05,56.617,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,NAF,NAF,LBY,5176,Tobruk,23.983,32.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,CHL,1994,Tocopilla,-70.233,-22.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,CAN,8292,Tofino,-125.9,49.133,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,4893,Tofte,10.583,59.55,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FRO,8583,Toftir,-6.736,62.089,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,791,Tofts Voe,-1.209,60.466,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,4548,Togiak,-160.5,59.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,TGO,1941,Togo,,,2,,Country_Continent,,,,
Latin America,SAP,SAP,COL,8329,Togoroma,-77.383,4.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,SLB,2146,Toimonapu,155.901,-6.479,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,2724,Tokachi,143.333,42.3,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,5050,Tokai,140.583,36.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,TKL,3226,Tokelau,-171.833,-9.167,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,1330,Tokushima,134.6,34.05,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,2994,Tokuyama,131.8,34,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,5802,Tokyo,139.792,35.637,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,6353,Tokyo Bay,139.792,35.637,3,,,Flow_Grid,,,
Africa,EAF,EAF,MDG,124,Tolagnaro,47,-25.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,5093,Toledo(PHL),123.633,10.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,3973,Toledo(USA),-83.478,41.695,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,EAF,EAF,MDG,1981,Toliary,43.667,-23.367,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,346,Tolitoli,120.8,1.083,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FIN,547,Tolkkinen,25.583,60.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,PHL,4392,Tolosa,125.033,11.067,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,KOR,7687,Tolsan Is.,127.761,34.637,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,USA,9469,Tolstoi Bay,-132.517,55.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAA,SAA,COL,1834,Tolu,-75.595,9.493,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,RUS,2392,Tolyatti,49.4,53.533,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,2539,Tomakomai,141.633,42.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,WAF,WAF,AGO,4197,Tombwa,11.841,-15.805,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,3962,Tomini,120.55,0.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,4010,Tomioka,141,37.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USA,USA,USA,4803,Tomkins Cove,-73.983,41.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,1628,Tommy's Arm,-55.783,49.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,7749,Tomra,6.931,62.581,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,6276,Tomrefjord,6.683,62.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,RUS,5841,Tomsk,85.083,56.5,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,USA,3768,Tonawanda,-78.883,43.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,TON,5825,Tonga,,,2,,Country_Continent,,,,
East Asia,CHI,CHI,CHN,9979,Tongcheng,118.917,32.883,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,9384,Tongjiang,132.5,47.633,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,CHN,8144,Tongling,117.667,30.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,SAP,SAP,CHL,9965,Tongoy,-71.483,-30.25,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,CHI,CHI,KOR,6015,Tongyong,128.417,34.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,FRA,4773,Tonnay Charente,-0.883,45.95,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,NEU,NEU,DEU,4967,Tonning,8.95,54.317,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,424,Tonsberg,10.417,59.267,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,NCL,10313,Tontouta,166.086,-22.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAM,CAM,MEX,5872,Topolobampo,-109.05,25.583,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Oceania,AUS,AUS,AUS,4371,Topper Is.,113.413,-26.09,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,2837,Topsham,-3.633,50.683,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,USP,USP,CAN,2504,Toquart Bay,-125.35,49.033,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,1071,Tor Bay,-3.522,50.429,3,,,Flow_Grid,,,
Europe,SCN,SCN,NOR,3138,Torjul,8.25,62.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,SWE,4859,Torko,15.4,56.15,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FIN,4456,Tornio,24.15,65.85,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,10497,Torobulu,122.453,-4.435,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,4069,Toronto,-79.362,43.653,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,EMD,EMD,TUR,5606,Toros Gubre,35.983,36.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,12,Torquay,-3.533,50.45,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2400,Torre Annunziata,14.449,40.755,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2946,Torre del Greco,14.367,40.783,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2716,Torregrotta,15.367,38.2,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ESP,3309,Torrevieja,-0.683,37.967,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,FRO,1142,Torshavn,-6.774,62.006,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,10078,Torsken,17.083,69.333,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Latin America,CAR,CAR,VGB,3852,Tortola,-64.617,18.417,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,2093,Torviscosa,13.283,45.833,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,ITA,10432,Toscana Terminal,9.991,43.644,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,UKE,NEU,GBR,3596,Totnes,-3.683,50.433,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,8217,Tottori,134.183,35.533,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SEU,SEU,FRA,4683,Toulon,5.917,43.117,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,NOR,8411,Tovik,16.9,68.667,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,SCN,SCN,GRL,701,Tovqussaq,-52.2,64.867,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Africa,RED,RED,SDN,3906,Towartit Anch.,37.333,19.5,3,,,Flow_Grid,,,
Oceania,AUS,AUS,AUS,4088,Townsville,146.829,-19.256,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,5239,Toyama,137.233,36.75,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,5055,Toyama Shinko,137.083,36.8,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,SEA,SEA,IDN,9642,Toyapakeh,115.483,8.683,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,8394,Toyo,133.067,33.917,1,Shipping_Network,Country_Continent,Flow_Grid,,,
East Asia,JPN,CHI,JPN,4231,Toyohashi,137.315,34.721,1,Shipping_Network,Country_Continent,Flow_Grid,,,
Europe,BLK,BLK,TUR,2383,Trabzon,39.75,41,1,Shipping_Network,Country_Continent,Flow_Grid,,,
North America,CAN,CAN,CAN,3938,Tracy,-73.167,46.017,1,Shipping_Network,Country_Continent,Flow_Grid,,,
